lcm_timestamp,sensor_timestamp,depth,pressure
1699643648287467,1699643648287342,545.504,-1.0
1699643648437686,1699643648437674,545.504,-1.0
1699643648586339,1699643648586333,545.509,-1.0
1699643648733129,1699643648733115,545.512,-1.0
1699643648883202,1699643648883171,545.508,-1.0
1699643649038292,1699643649038267,545.5,-1.0
1699643649187343,1699643649187264,545.5,-1.0
1699643649333586,1699643649333561,545.507,-1.0
1699643649484682,1699643649484652,545.503,-1.0
1699643649635879,1699643649635868,545.501,-1.0
1699643649784258,1699643649784238,545.494,-1.0
1699643649933240,1699643649933199,545.5,-1.0
1699643650085281,1699643650085270,545.492,-1.0
1699643650234484,1699643650234449,545.492,-1.0
1699643650383215,1699643650383206,545.492,-1.0
1699643650527535,1699643650527521,545.494,-1.0
1699643650683427,1699643650683408,545.497,-1.0
1699643650827617,1699643650827592,545.506,-1.0
1699643650979724,1699643650979705,545.488,-1.0
1699643651131191,1699643651131177,545.494,-1.0
1699643651276108,1699643651276095,545.493,-1.0
1699643651429300,1699643651429282,545.494,-1.0
1699643651574571,1699643651574559,545.498,-1.0
1699643651726822,1699643651726810,545.491,-1.0
1699643651879535,1699643651879456,545.494,-1.0
1699643652026168,1699643652026156,545.491,-1.0
1699643652176660,1699643652176648,545.489,-1.0
1699643652321616,1699643652321603,545.488,-1.0
1699643652471873,1699643652471863,545.49,-1.0
1699643652622242,1699643652622221,545.489,-1.0
1699643652771390,1699643652771348,545.489,-1.0
1699643652918138,1699643652918126,545.491,-1.0
1699643653069462,1699643653069453,545.493,-1.0
1699643653216002,1699643653215985,545.493,-1.0
1699643653366605,1699643653366594,545.492,-1.0
1699643653519163,1699643653519151,545.489,-1.0
1699643653664389,1699643653664352,545.494,-1.0
1699643653816143,1699643653815898,545.5,-1.0
1699643653963700,1699643653963691,545.492,-1.0
1699643654114491,1699643654114477,545.497,-1.0
1699643654261078,1699643654261063,545.502,-1.0
1699643654411857,1699643654411698,545.508,-1.0
1699643654563171,1699643654563146,545.509,-1.0
1699643654711197,1699643654711185,545.507,-1.0
1699643654861781,1699643654861770,545.51,-1.0
1699643655011933,1699643655011887,545.509,-1.0
1699643655158377,1699643655158365,545.51,-1.0
